Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,IE,NO,,,20,live,Number of specimens,N,W
2020,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,IE,NO,,20,,live,,N,W
2020,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,BR,AR,,6,,feathers,Number of specimens,S,W
2020,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,GB,US,XX,,1,eggshell,Number of specimens,S,U
2020,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,NL,SR,,,6,feathers,,P,W
2020,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,GB,US,XX,,1,eggshell,Number of specimens,S,U
2020,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,CA,CR,,0.5,1,specimens,g,S,W
2020,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,US,MX,,,213,specimens,Number of specimens,S,W
2020,I,Alouatta pigra,Mammalia,Primates,Atelidae,Alouatta,US,MX,,,286,specimens,Number of specimens,S,W
2020,I,Ateles geoffroyi,Mammalia,Primates,Atelidae,Ateles,CA,CR,,,1,specimens,g,S,W
2020,I,Ateles geoffroyi frontatus,Mammalia,Primates,Atelidae,Ateles,CA,CR,,0.5,,specimens,g,S,W
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CH,CA,,,2,baleen,Number of specimens,Q,W
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,500,500,baleen,g,P,W
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,5,5,baleen,kg,P,W
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,,3,baleen,m,P,W
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,,1,baleen,Number of specimens,P,W
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,SE,GL,,,1,baleen,Number of specimens,P,W
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,US,CA,,71,,specimens,Number of specimens,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,BE,ZA,,,1,bones,,P,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,DK,ZA,,,2,specimens,,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,FK,,12,,baleen,Number of specimens,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,FK,,,0.35,bone pieces,kg,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,FK,,,0.213,skin pieces,kg,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,FK,,36,,skin pieces,Number of specimens,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,FK,,,0.538,specimens,kg,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,FK,,70,,specimens,Number of specimens,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,GS,,55,,specimens,Number of specimens,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,US,NZ,,133,,specimens,Number of specimens,S,W
2020,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,US,CA,,12,,specimens,Number of specimens,S,W
2020,I,Balaenoptera spp.,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,,3.706,bones,kg,S,W
2020,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,FO,NO,,,900,meat,kg,T,W
2020,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,IL,CA,,,1,bones,Number of specimens,P,W
2020,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,IS,NO,,,1224,meat,kg,T,W
2020,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,NO,,202286.9,415260,meat,kg,T,W
2020,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,US,,,19,specimens,Number of specimens,S,W
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,1,,baleen,Number of specimens,S,W
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,,0.26,bones,kg,S,W
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,,0.4,bone pieces,kg,S,W
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,1,,plates,Number of specimens,S,W
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,,0.009,skin pieces,kg,S,W
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,2,,skin pieces,Number of specimens,S,W
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,,0.125,specimens,kg,S,W
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,5,,specimens,Number of specimens,S,W
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,40,,skin pieces,g,S,X
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,AQ,,12,,specimens,g,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,6,,baleen,Number of specimens,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,,0.875,bones,kg,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,,0.604,bone pieces,kg,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,7,,plates,Number of specimens,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,,0.024,skin pieces,kg,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,8,,skin pieces,Number of specimens,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,,1.452,specimens,kg,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,21,,specimens,Number of specimens,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,250,,skin pieces,g,S,X
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,US,,,2,specimens,Number of specimens,S,W
2020,I,Balaenoptera edeni,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DK,ZA,,,1,specimens,,S,W
2020,I,Balaenoptera edeni,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,15,,skin pieces,g,S,X
2020,I,Balaenoptera edeni,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,MX,,10,,specimens,Number of specimens,S,W
2020,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,CA,IS,,,15,specimens,g,S,W
2020,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DE,US,,,20,specimens,Number of specimens,S,W
2020,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,GS,,40,,specimens,Number of specimens,S,W
2020,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,125,,skin pieces,g,S,X
2020,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,MX,,16,,specimens,Number of specimens,S,W
2020,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,HS,,155,,skin pieces,g,S,X
2020,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,IS,,,1235000,meat,kg,T,W
2020,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,IS,,,3.5,meat,kg,S,W
2020,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,US,,,52,specimens,Number of specimens,S,W
2020,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,MX,,10,,specimens,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,AU,BR,,,58,skin pieces,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,CA,AU,,24,25,specimens,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DK,GL,,,380,baleen,g,P,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DK,GL,,380,,bones,g,P,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DK,GL,,,6,bones,Number of specimens,P,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DK,GL,,6,,bones,,P,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,EC,CL,,,47,skins,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,EC,CL,,40,,specimens,,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,GB,FK,,,1.1,bone pieces,kg,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,GB,FK,,1,,plates,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,GB,GS,,69,,specimens,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,JP,HS,,15,,skin pieces,g,S,X
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,NL,US,,,457,specimens,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,AQ,,181,,specimens,g,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,AU,,10,8,specimens,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,MX,,11,,specimens,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,NZ,,32,,specimens,Number of specimens,S,W
2020,I,Acrantophis dumerili,Reptilia,Serpentes,Boidae,Acrantophis,ZA,DK,XX,2,,specimens,,S,W
2020,I,Ovis gmelini,Mammalia,Artiodactyla,Bovidae,Ovis,CA,US,,1,,skin pieces,Number of specimens,P,R
2020,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,CY,AE,XX,2,,live,,T,W
2020,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,GB,US,XX,,1,eggshell,Number of specimens,S,U
2020,I,Rhinoplax vigil,Aves,Coraciiformes,Bucerotidae,Rhinoplax,SG,US,ID,,4,specimens,Number of specimens,S,W
2020,I,Rhinoplax vigil,Aves,Coraciiformes,Bucerotidae,Rhinoplax,SG,US,MY,,3,specimens,Number of specimens,S,W
2020,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,ZA,,,1,live,,P,U
2020,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,KW,LB,ZA,,5,live,,T,
2020,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,BR,CH,PE,4,,cloth,Number of specimens,T,W
2020,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,BR,IT,PE,84,,cloth,Number of specimens,T,W
2020,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,HK,BE,PE,,1.40,hair,kg,T,W
2020,I,Canis lupus,Mammalia,Carnivora,Canidae,Canis,HU,CA,,1,,trophies,,P,W
2020,I,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,PK,,,35,specimens,,S,W
2020,I,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,SI,,,32,teeth,Number of specimens,S,W
2020,I,Gymnogyps californianus,Aves,Falconiformes,Cathartidae,Gymnogyps,GB,US,XX,,1,eggshell,Number of specimens,S,U
2020,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,GB,US,XX,,1,eggshell,Number of specimens,S,U
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,DK,US,CO,,5,specimens,Number of specimens,S,W
2020,I,Saimiri oerstedii,Mammalia,Primates,Cebidae,Saimiri,CA,CR,,0.5,1,specimens,g,S,W
2020,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,,,1,skulls,Number of specimens,S,W
2020,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,,1,,skulls,,S,W
2020,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,,,1,specimens,Number of specimens,S,W
2020,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,,1,,specimens,,S,W
2020,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,GB,GA,,,4,bone pieces,Number of specimens,S,W
2020,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,GB,GA,,,528,hair,Number of specimens,S,W
2020,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,GB,GA,,,143,specimens,Number of specimens,S,W
2020,I,Hippocamelus bisulcus,Mammalia,Artiodactyla,Cervidae,Hippocamelus,CH,AR,,,18,specimens,Number of specimens,S,W
2020,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,52,,specimens,,S,W
2020,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,AU,PG,,,1,shells,Number of specimens,P,W
2020,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,ES,IL,,62,200,specimens,,S,W
2020,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,HS,,1,,bodies,Number of specimens,S,W
2020,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,HS,,4,,specimens,Number of specimens,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,AU,RE,,239,,specimens,Number of specimens,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,AU,VU,,,15,specimens,,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,CL,PE,,600,,skins,g,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,FR,FR,,,1100,specimens,Number of specimens,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,KN,AG,,,0.625,specimens,kg,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,KP,MY,,,2,specimens,Number of specimens,T,R
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,AI,,18,1,specimens,Number of specimens,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,AU,,,1,bones,Number of specimens,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,AU,,1,,specimens,Number of specimens,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,CR,,,1853,specimens,Number of specimens,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,FJ,,178,,specimens,Number of specimens,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,FR,,1,,shells,Number of specimens,P,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,HS,,2,,bodies,Number of specimens,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,HS,,2,,specimens,Number of specimens,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,MX,,134,134,specimens,Number of specimens,S,W
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,HK,XX,,1,carvings,Number of specimens,P,U
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FR,XX,7,,leather products (small),Number of specimens,P,W
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,RE,,8,,specimens,Number of specimens,S,W
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,VU,,,2,carapaces,,P,
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,VU,,,18,specimens,,S,W
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,AI,AG,18,,specimens,Number of specimens,S,W
