Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2015,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,NZ,IT,,,1,bodies,,E,C
2015,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,TN,FR,FR,,1,specimens,,E,O
2015,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,TN,FR,XX,1,,specimens,,E,O
2015,I,Eubalaena spp.,Mammalia,Cetacea,Balaenidae,Eubalaena,TN,FR,XX,3,,baleen,,E,O
2015,I,Eubalaena spp.,Mammalia,Cetacea,Balaenidae,Eubalaena,TN,FR,XX,,3,teeth,,E,O
2015,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,TN,FR,DK,1,,specimens,,E,O
2015,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,TN,FR,DK,,1,teeth,,E,O
2015,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,TN,FR,,1,,skin pieces,,E,O
2015,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,CA,US,,2,,skins,,H,F
2015,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,CA,US,,2,,skulls,,H,F
2015,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,MX,US,,5,,live,,B,F
2015,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,MX,US,,1,,trophies,,H,F
2015,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,MY,ZA,US,,1,trophies,,H,F
2015,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,NI,US,,3,,bodies,,H,C
2015,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,PK,BH,,4,,live,,B,C
2015,I,Nanger dama,Mammalia,Artiodactyla,Bovidae,Nanger,HU,US,,1,,trophies,,H,F
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AE,GB,DE,,3,live,,B,C
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AE,GB,DK,,2,live,,B,C
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AE,GB,FR,,2,live,,B,C
