Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2014,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,SC,FR,NL,,2,live,,B,C
2014,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,FR,AU,MO,1,,specimens,,E,O
2014,I,Eubalaena spp.,Mammalia,Cetacea,Balaenidae,Eubalaena,FR,AU,MO,3,,teeth,,E,O
2014,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,FR,AU,DK,1,,teeth,,E,O
2014,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,AR,US,,,3,trophies,,H,F
2014,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,ES,US,,1,1,trophies,,H,F
2014,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,MX,US,,3,3,trophies,,H,F
2014,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,ZA,US,,,1,trophies,,H,F
2014,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,CA,US,,,1,trophies,,H,F
2014,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,DE,US,,2,2,trophies,,H,F
2014,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,ES,US,,,1,trophies,,H,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AR,US,,,4,trophies,,H,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,BE,ZA,,2,1,trophies,,H,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,US,,1,,bodies,,H,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,US,,1,,skins,,H,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,US,,2,,trophies,,H,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,ZA,,1,9,trophies,,H,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CZ,ZA,,,1,trophies,,H,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DE,ZA,,,1,skulls,,H,F
